,comments,category
374,Бірақ енді қайта сүюге қызға ұмтылмады .,negative
375,Жирен орыс манағыдай емес .,negative
376,"Шайларын ішіп , шылымдарын тартысып болған соң , өзгелері тысқа шықты .",neutral
377,Орыстар тұра ұмтылды .,neutral
378,Өлген жирен орысты көп солдат алып кетті .,negative
379,"Бірақ төбелесіп өлтіріспей , алыстан атып өлтіріскеніне түсіне алмады .",negative
380,— Мына төре сені жақсы көрген .,positive
381,Бұл өзі үлкен төре .,positive
382,Қорықпайтын кісі .,positive
383,Анау жігіттен сені маған бер деп сұраған .,negative
384,Саған ешкім тимейді .,positive
385,Ол бермеген .,neutral
386,"Екеуі дауласқан , шатақ шыққан .",negative
387,Сен қорықпа .,negative
388,Мына төре сені ешкімге бермейді .,positive
389,Бұл сені қатын қылады .,neutral
390,Бұл көп білетін ақылды жігіт .,positive
391,Бұл кісі сені жақсы көреді .,positive
392,Сені күтеді .,positive
393,Үлкен төре деп мақтайды .,positive
394,Анда - санда қара мұрт оған сөз үйретіп тұрды .,positive
395,Оның көп сөзі миына қонбайды .,negative
396,"Ендеше , жақсы көргені рас .",positive
397,Ел қайда ?,neutral
398,"Қара күшке , тағдырға не шара ?",negative
399,Жамандығынан мұндай болған .,negative
